"email_id","subject_length","send_time","day_of_week","customer_segment","previous_opens","opened"
630,30,"afternoon","Thu","new",7,"No"
631,66,"afternoon","Wed","churn",9,"Yes"
632,39,"evening","Mon","new",2,"No"
633,21,"afternoon","Fri","new",4,"No"
634,67,"afternoon","Tue","churn",8,"No"
635,74,"morning","Fri","loyal",7,"Yes"
636,70,"morning","Fri","loyal",4,"No"
637,29,"morning","Wed","new",5,"No"
638,70,"morning","Fri","churn",6,"Yes"
639,78,"morning","Thu","loyal",0,"No"
640,68,"morning","Fri","new",0,"No"
641,26,"evening","Wed","loyal",9,"Yes"
642,80,"morning","Fri","loyal",8,"No"
643,57,"evening","Thu","churn",7,"No"
644,63,"morning","Tue","loyal",9,"No"
645,55,"morning","Mon","new",2,"No"
646,72,"morning","Fri","churn",1,"No"
647,42,"evening","Fri","loyal",2,"No"
648,70,"afternoon","Wed","new",6,"No"
649,53,"morning","Thu","loyal",5,"No"
650,43,"evening","Mon","churn",1,"No"
651,23,"evening","Tue","loyal",6,"No"
652,73,"morning","Wed","churn",0,"No"
653,48,"morning","Tue","churn",9,"No"
654,77,"evening","Wed","loyal",7,"No"
655,42,"evening","Thu","loyal",5,"Yes"
656,78,"afternoon","Tue","churn",9,"No"
657,30,"afternoon","Wed","loyal",10,"No"
658,73,"morning","Thu","loyal",5,"No"
659,52,"morning","Tue","loyal",1,"No"
660,73,"evening","Thu","loyal",9,"Yes"
661,75,"morning","Tue","new",2,"No"
662,70,"afternoon","Fri","churn",1,"No"
663,69,"morning","Mon","loyal",2,"No"
664,78,"morning","Wed","churn",6,"Yes"
665,67,"afternoon","Wed","loyal",5,"Yes"
666,22,"evening","Thu","loyal",4,"No"
667,52,"evening","Fri","churn",0,"No"
668,49,"afternoon","Thu","loyal",8,"No"
669,53,"morning","Tue","churn",3,"No"
670,21,"afternoon","Thu","churn",4,"No"
671,59,"morning","Thu","loyal",1,"Yes"
672,77,"afternoon","Tue","loyal",1,"No"
673,39,"afternoon","Fri","churn",1,"No"
674,33,"morning","Tue","loyal",0,"No"
675,44,"afternoon","Thu","new",6,"Yes"
676,64,"morning","Fri","churn",8,"No"
677,26,"evening","Tue","churn",6,"No"
678,59,"afternoon","Wed","loyal",0,"No"
679,80,"evening","Mon","churn",6,"Yes"
680,54,"morning","Tue","new",8,"No"
681,50,"morning","Tue","loyal",2,"No"
682,41,"evening","Fri","new",0,"No"
683,35,"afternoon","Mon","new",0,"No"
684,78,"afternoon","Tue","new",1,"No"
685,41,"afternoon","Wed","churn",1,"No"
686,48,"evening","Thu","churn",10,"No"
687,75,"morning","Tue","loyal",2,"No"
688,52,"evening","Tue","loyal",5,"Yes"
689,63,"morning","Mon","new",4,"Yes"
690,69,"afternoon","Mon","churn",6,"No"
691,72,"afternoon","Wed","new",6,"No"
692,50,"afternoon","Thu","churn",4,"No"
693,65,"afternoon","Thu","loyal",1,"No"
694,27,"morning","Thu","loyal",4,"Yes"
695,43,"afternoon","Mon","new",7,"No"
696,79,"afternoon","Thu","churn",10,"Yes"
697,49,"evening","Mon","loyal",4,"No"
698,42,"evening","Mon","churn",8,"No"
699,56,"afternoon","Wed","new",10,"No"
700,51,"evening","Tue","new",9,"No"
701,36,"afternoon","Mon","churn",3,"No"
702,45,"evening","Mon","churn",8,"No"
703,78,"morning","Tue","new",9,"No"
704,76,"morning","Fri","new",8,"Yes"
705,76,"evening","Mon","churn",1,"No"
706,62,"morning","Fri","loyal",5,"Yes"
707,42,"afternoon","Fri","new",2,"Yes"
708,45,"afternoon","Fri","loyal",5,"No"
709,55,"evening","Fri","new",0,"No"
710,64,"evening","Wed","churn",6,"No"
711,27,"morning","Mon","loyal",2,"No"
712,34,"evening","Tue","loyal",0,"No"
713,78,"evening","Wed","churn",1,"No"
714,55,"evening","Thu","loyal",0,"No"
715,64,"morning","Thu","loyal",3,"Yes"
716,22,"afternoon","Tue","new",10,"No"
717,58,"evening","Mon","loyal",9,"No"
718,52,"morning","Tue","loyal",1,"No"
719,57,"morning","Mon","churn",7,"Yes"
720,64,"afternoon","Mon","loyal",3,"No"
721,45,"afternoon","Wed","new",4,"No"
722,47,"morning","Thu","churn",5,"No"
723,45,"afternoon","Mon","loyal",4,"No"
724,36,"morning","Mon","churn",3,"No"
725,42,"evening","Wed","churn",4,"No"
726,72,"evening","Wed","loyal",6,"No"
727,57,"afternoon","Mon","new",6,"No"
728,29,"morning","Tue","churn",9,"No"
729,64,"afternoon","Thu","churn",9,"No"
730,57,"morning","Fri","new",9,"Yes"
731,60,"morning","Thu","churn",1,"No"
732,27,"morning","Fri","new",1,"No"
733,20,"evening","Thu","loyal",9,"No"
734,35,"morning","Tue","churn",1,"No"
735,73,"afternoon","Fri","new",4,"No"
736,21,"afternoon","Tue","churn",0,"No"
737,59,"morning","Mon","loyal",5,"No"
738,33,"evening","Fri","churn",5,"No"
739,31,"morning","Wed","new",9,"No"
740,45,"afternoon","Wed","loyal",7,"No"
741,27,"evening","Tue","churn",10,"No"
742,60,"morning","Thu","loyal",6,"Yes"
743,27,"morning","Thu","loyal",1,"No"
744,76,"afternoon","Thu","churn",4,"Yes"
745,28,"afternoon","Mon","new",0,"No"
746,71,"evening","Tue","churn",0,"No"
747,52,"afternoon","Thu","churn",1,"No"
748,22,"evening","Tue","loyal",2,"No"
749,59,"afternoon","Tue","loyal",5,"No"
750,21,"morning","Fri","churn",1,"No"
751,20,"morning","Wed","loyal",9,"No"
752,28,"morning","Tue","loyal",9,"No"
753,74,"afternoon","Thu","new",8,"No"
754,26,"morning","Thu","new",10,"No"
755,32,"evening","Fri","new",0,"No"
756,48,"afternoon","Fri","churn",6,"No"
757,39,"evening","Tue","loyal",0,"No"
758,33,"evening","Mon","churn",0,"No"
759,79,"afternoon","Fri","new",7,"No"
760,35,"evening","Wed","loyal",6,"No"
761,26,"evening","Fri","churn",7,"No"
762,55,"evening","Wed","loyal",3,"Yes"
763,64,"evening","Tue","churn",2,"No"
764,31,"afternoon","Wed","loyal",2,"No"
765,44,"afternoon","Mon","loyal",6,"No"
766,46,"evening","Thu","new",7,"No"
767,32,"morning","Tue","churn",9,"No"
768,39,"afternoon","Wed","new",6,"No"
769,29,"afternoon","Thu","loyal",6,"No"
770,49,"afternoon","Tue","loyal",8,"No"
771,60,"morning","Thu","new",7,"No"
772,31,"morning","Mon","churn",1,"No"
773,27,"morning","Fri","loyal",10,"Yes"
774,26,"morning","Tue","new",4,"No"
775,76,"afternoon","Thu","churn",5,"No"
776,34,"afternoon","Tue","churn",9,"No"
777,38,"afternoon","Tue","new",0,"No"
778,68,"afternoon","Mon","loyal",5,"No"
779,62,"evening","Mon","churn",9,"Yes"
780,58,"afternoon","Wed","new",3,"No"
781,70,"afternoon","Thu","new",4,"No"
782,42,"morning","Wed","loyal",3,"No"
783,77,"evening","Tue","loyal",3,"Yes"
784,54,"evening","Thu","new",10,"Yes"
785,25,"morning","Wed","loyal",7,"No"
786,26,"afternoon","Mon","loyal",9,"No"
787,23,"evening","Wed","loyal",0,"No"
788,29,"afternoon","Thu","new",4,"No"
789,36,"morning","Mon","churn",0,"No"
790,67,"morning","Wed","churn",8,"No"
791,27,"evening","Tue","churn",10,"No"
792,72,"morning","Tue","loyal",1,"No"
793,22,"morning","Thu","loyal",5,"Yes"
794,63,"afternoon","Fri","loyal",3,"Yes"
795,72,"afternoon","Fri","new",4,"No"
796,65,"afternoon","Fri","churn",0,"No"
797,56,"evening","Fri","loyal",1,"No"
798,33,"evening","Thu","new",7,"No"
799,47,"afternoon","Thu","churn",2,"No"
800,25,"evening","Fri","loyal",8,"No"
801,28,"morning","Thu","loyal",3,"No"
802,52,"morning","Mon","new",6,"Yes"
803,71,"evening","Mon","churn",1,"Yes"
804,65,"afternoon","Tue","loyal",9,"No"
805,38,"evening","Thu","churn",10,"No"
806,56,"afternoon","Tue","new",5,"No"
807,53,"morning","Thu","loyal",0,"No"
808,20,"morning","Fri","loyal",4,"Yes"
809,47,"afternoon","Fri","new",7,"No"
810,71,"evening","Wed","loyal",5,"No"
811,49,"evening","Tue","churn",0,"Yes"
812,23,"afternoon","Tue","new",0,"No"
813,78,"morning","Fri","churn",4,"No"
814,45,"morning","Mon","loyal",3,"No"
815,77,"evening","Tue","churn",7,"Yes"
816,30,"afternoon","Tue","loyal",4,"No"
817,24,"morning","Wed","new",3,"No"
818,73,"afternoon","Mon","new",2,"No"
819,55,"afternoon","Fri","churn",0,"No"
820,38,"evening","Tue","loyal",2,"No"
821,54,"afternoon","Fri","loyal",8,"Yes"
822,52,"afternoon","Tue","new",6,"No"
823,58,"afternoon","Thu","new",1,"No"
824,24,"evening","Wed","loyal",5,"No"
825,80,"afternoon","Fri","loyal",1,"No"
826,42,"afternoon","Thu","loyal",0,"No"
827,60,"morning","Tue","new",8,"No"
828,44,"afternoon","Mon","loyal",10,"No"
829,75,"evening","Wed","new",10,"Yes"
830,68,"evening","Thu","churn",6,"No"
831,40,"evening","Tue","churn",8,"No"
832,24,"morning","Wed","churn",6,"No"
833,75,"evening","Fri","churn",5,"Yes"
834,31,"evening","Mon","new",10,"No"
835,21,"evening","Thu","new",3,"No"
836,73,"evening","Tue","churn",2,"No"
837,37,"afternoon","Wed","churn",10,"No"
838,23,"evening","Tue","churn",7,"No"
839,61,"morning","Tue","churn",7,"Yes"
840,66,"evening","Mon","churn",0,"No"
841,42,"afternoon","Tue","loyal",0,"No"
842,73,"morning","Fri","churn",8,"No"
843,27,"evening","Wed","loyal",0,"No"
844,20,"morning","Fri","loyal",9,"No"
845,75,"evening","Mon","churn",7,"Yes"
846,30,"afternoon","Mon","loyal",5,"Yes"
847,56,"morning","Tue","new",8,"No"
848,30,"afternoon","Fri","new",6,"No"
849,34,"evening","Thu","new",10,"Yes"
850,34,"evening","Tue","new",7,"No"
851,76,"afternoon","Thu","new",1,"Yes"
852,75,"afternoon","Thu","new",8,"Yes"
853,61,"morning","Thu","churn",5,"Yes"
854,34,"evening","Mon","loyal",7,"No"
855,34,"afternoon","Wed","new",6,"No"
856,71,"evening","Tue","new",8,"No"
857,63,"evening","Thu","churn",7,"No"
858,60,"morning","Mon","new",3,"Yes"
859,80,"evening","Wed","churn",10,"No"
860,44,"evening","Tue","loyal",1,"No"
861,55,"afternoon","Fri","new",4,"Yes"
862,22,"evening","Tue","loyal",8,"No"
863,26,"evening","Tue","loyal",6,"No"
864,23,"evening","Fri","new",1,"No"
865,75,"evening","Thu","loyal",8,"Yes"
866,59,"morning","Fri","loyal",0,"Yes"
867,72,"morning","Wed","churn",1,"No"
868,56,"afternoon","Thu","loyal",2,"No"
869,43,"morning","Fri","new",9,"No"
870,57,"evening","Wed","new",6,"No"
871,23,"morning","Wed","churn",1,"No"
872,22,"evening","Tue","churn",3,"No"
873,30,"evening","Thu","new",9,"No"
874,29,"evening","Tue","new",8,"No"
875,48,"afternoon","Thu","churn",2,"No"
876,42,"morning","Mon","loyal",7,"Yes"
877,24,"morning","Wed","new",6,"No"
878,43,"evening","Tue","loyal",8,"Yes"
879,51,"morning","Wed","churn",5,"No"
880,44,"afternoon","Thu","loyal",1,"No"
881,30,"evening","Thu","churn",6,"No"
882,29,"afternoon","Tue","churn",5,"No"
883,34,"morning","Fri","loyal",2,"No"
884,70,"evening","Tue","loyal",1,"No"
885,79,"afternoon","Thu","churn",5,"No"
886,50,"afternoon","Fri","loyal",10,"No"
887,29,"morning","Wed","loyal",10,"No"
888,64,"morning","Tue","loyal",0,"No"
889,78,"evening","Fri","new",4,"No"
890,43,"afternoon","Fri","new",6,"No"
891,54,"morning","Wed","churn",10,"Yes"
892,69,"morning","Mon","churn",8,"Yes"
893,29,"evening","Fri","loyal",3,"No"
894,27,"evening","Thu","new",9,"Yes"
895,63,"morning","Wed","loyal",0,"Yes"
896,61,"afternoon","Wed","churn",7,"Yes"
897,51,"morning","Fri","new",5,"No"
898,58,"evening","Tue","new",8,"No"
899,26,"morning","Mon","loyal",0,"No"
900,57,"evening","Fri","new",7,"Yes"
901,36,"afternoon","Wed","churn",2,"No"
902,39,"morning","Fri","loyal",9,"No"
903,52,"evening","Wed","loyal",4,"Yes"
904,56,"evening","Wed","loyal",9,"No"
905,29,"evening","Tue","new",0,"No"
906,64,"afternoon","Thu","loyal",0,"No"
907,29,"afternoon","Mon","loyal",4,"No"
908,21,"morning","Tue","loyal",9,"No"
909,34,"afternoon","Thu","loyal",9,"No"
910,42,"afternoon","Thu","loyal",6,"No"
911,66,"afternoon","Tue","loyal",8,"Yes"
912,59,"afternoon","Wed","loyal",3,"Yes"
913,54,"evening","Thu","new",10,"No"
914,21,"evening","Fri","new",2,"No"
915,25,"morning","Wed","loyal",3,"No"
916,65,"afternoon","Thu","new",0,"Yes"
917,78,"evening","Thu","loyal",6,"Yes"
918,66,"morning","Fri","churn",7,"No"
919,70,"afternoon","Wed","new",8,"Yes"
920,28,"morning","Fri","churn",6,"Yes"
921,42,"afternoon","Fri","loyal",2,"No"
922,44,"evening","Tue","loyal",10,"No"
923,34,"evening","Tue","loyal",6,"Yes"
924,41,"evening","Thu","new",4,"No"
925,67,"morning","Wed","loyal",4,"No"
926,27,"morning","Mon","loyal",3,"No"
927,48,"afternoon","Tue","loyal",3,"No"
928,60,"morning","Wed","new",5,"No"
929,40,"afternoon","Fri","loyal",9,"Yes"
930,74,"evening","Tue","new",1,"No"
931,67,"afternoon","Mon","churn",7,"No"
932,28,"morning","Fri","loyal",9,"No"
933,53,"evening","Wed","loyal",5,"No"
934,75,"morning","Fri","churn",4,"Yes"
935,60,"morning","Tue","churn",10,"No"
936,62,"evening","Tue","loyal",5,"No"
937,75,"morning","Thu","loyal",4,"No"
938,30,"evening","Fri","loyal",7,"No"
939,23,"morning","Mon","loyal",0,"No"
940,26,"afternoon","Fri","loyal",9,"No"
941,75,"morning","Wed","loyal",7,"No"
942,69,"afternoon","Mon","loyal",10,"Yes"
943,79,"evening","Thu","new",7,"No"
944,30,"morning","Mon","new",6,"No"
945,73,"evening","Mon","new",0,"No"
946,52,"afternoon","Tue","new",6,"No"
947,30,"afternoon","Wed","loyal",9,"No"
948,79,"evening","Wed","loyal",7,"No"
949,77,"evening","Thu","new",10,"Yes"
950,57,"afternoon","Wed","new",6,"No"
951,40,"evening","Thu","loyal",2,"No"
952,29,"afternoon","Mon","loyal",3,"No"
953,76,"morning","Wed","loyal",2,"No"
954,69,"evening","Fri","churn",0,"No"
955,22,"afternoon","Wed","new",5,"No"
956,54,"afternoon","Tue","loyal",0,"Yes"
957,53,"afternoon","Tue","loyal",7,"Yes"
958,77,"afternoon","Tue","loyal",2,"No"
959,59,"afternoon","Fri","loyal",2,"No"
960,47,"evening","Fri","loyal",0,"No"
961,32,"afternoon","Mon","churn",0,"No"
962,27,"evening","Wed","new",1,"No"
963,21,"morning","Fri","loyal",8,"No"
964,78,"morning","Tue","new",8,"No"
965,25,"morning","Wed","churn",0,"No"
966,42,"evening","Mon","new",8,"No"
967,36,"evening","Thu","loyal",8,"No"
968,51,"evening","Fri","new",7,"No"
969,33,"afternoon","Thu","churn",7,"No"
970,26,"afternoon","Mon","loyal",2,"No"
971,32,"evening","Mon","churn",1,"No"
972,27,"afternoon","Tue","churn",1,"No"
973,57,"morning","Tue","new",1,"No"
974,30,"morning","Thu","churn",5,"No"
975,61,"morning","Wed","churn",8,"No"
976,36,"afternoon","Fri","loyal",10,"No"
977,26,"morning","Tue","loyal",0,"No"
978,74,"morning","Thu","loyal",7,"Yes"
979,63,"evening","Thu","new",9,"Yes"
980,79,"evening","Wed","churn",1,"Yes"
981,38,"afternoon","Tue","new",2,"No"
982,68,"morning","Thu","loyal",0,"No"
983,59,"evening","Wed","loyal",6,"No"
984,34,"evening","Fri","new",4,"No"
985,65,"evening","Wed","churn",9,"No"
986,33,"morning","Fri","loyal",4,"No"
987,45,"afternoon","Thu","churn",6,"No"
988,46,"evening","Tue","loyal",8,"No"
989,36,"evening","Fri","churn",4,"No"
990,52,"morning","Wed","churn",1,"Yes"
991,69,"evening","Wed","loyal",8,"No"
992,37,"evening","Mon","loyal",7,"No"
993,39,"morning","Wed","churn",9,"No"
994,46,"morning","Wed","loyal",10,"No"
995,61,"morning","Fri","churn",9,"Yes"
996,29,"afternoon","Tue","new",0,"No"
997,72,"morning","Tue","churn",9,"Yes"
998,28,"evening","Fri","loyal",10,"Yes"
999,50,"morning","Wed","new",3,"No"
1000,38,"morning","Fri","churn",6,"No"
